section_name,section_id3,office_id,article_id,url,title,press,wdate,source_file,contents
시황,401,009,0005587853,https://n.news.naver.com/mnews/article/009/0005587853,"거버넌스포럼 “EQT, 더존비즈온 소액주주 외면해”",매일경제,2025-11-10 20:55,naver_news_list_20251110_s401_p1.html,"“한국에서만 투자자보호 무시한 처사” “일반주주 지분도 ‘프리미엄가’로 인수해야” 이남우 한국기업거버넌스포럼 회장이 지난해 7월 서울 여의도 IFC 더포럼에서 ‘두산그룹 케이스로 본 상장회사 분할 합병 제도의 문제점’이란 주제로 열린 한국기업거버넌스 포럼 36차 세미나에서 인사말을 하고 있다. [자료=연합뉴스] 한국기업거버넌스포럼이 스웨덴 운용사 EQT가 더존비즈온 경영권을 인수하기 위해 체결한 주식매매계약(SPA)을 공개 비판하고 나섰다. 최근 EQT가 더존비즈온을 인수하기 위해 지배주주를 비롯한 일부 주주의 지분을 사기로 결정하면서, 대주주들은 ‘경영권 프리미엄’이 붙은 가격으로 엑시트하고 주가 급락의 피해는 일반주주들이 감당했다는 비판이 나온 바 있다. 10일 이남우 한국기업거버넌스포럼 회장은 “다른 나라에서 책임투자를 강조하는 EQT가 한국에서만 투자자 보호를 외면했다”며 “나머지 일반주주들의 지분도 동일하게 프리미엄이 붙은 가격에 공개매수해야 한다”고 주장했다. 지난 7일 EQT는 더존비즈온의 최대주주인 김용우 회장의 보유지분 23.2% 전량 및 신한금융그룹 계열사들의 14.4% 지분을 사들이는 SPA를 체결했다. 더존비즈온의 지난 5일의 종가 9만4200원보다 27% 프리미엄이 붙은 12만원에 계약을 체결했다고 밝혔고, 공시 당일에는 주가가 11.3% 급락했다. 경영권 인수 계약으로 인한 피해를 일반주주들이 고스란히 뒤집어쓰면서 시장에서는 심각한 주주권익 침해 사례라는 지적이 등장했다. 선진 자본시장에서 이런 거래를 지배주주의 사적이익을 위한 것으로 보고 기업인수나 합병과 구분한다는 것이다. 이 회장은 “김용우 더존비즈온 회장 등은 개정 상법 취지에 발맞춰서 신음하는 더존 일반주주 권익을 보호해야 한다”며 “신한투자증권은 자본시장 발전에 기여하기 보다는 신한지주의 방향성에 역행해 단기이익 추구에 집중하는 이유를 밝혀라”라고 일갈했다. 또한 국회가 ‘글로벌 스탠다드’로 자리 잡은 의무공개매수제도를 도입해야 한다는 주장도 있었다. 상장사 경영권 지분을 인수할 때 잔여 물량에 대해서도 인수 의무를 부과하는 의무공개매수를 피해 올해 경영권 양수도 계약을 체결했다는 것이다. 금융당국은 소액주주에게도 지배주주와 동일한 프리미엄을 제공하라는 취지의 의무공개매수 제도의 도입을 시사한 바 있다. 이 회장은 “기업 경영진을 보호하는 일본조차도 30% 이상 주식 인수 시에 100% 주식에 대한 의무공개매수제도를 도입했다”며 “우리도 시급히 일정 지분을 인수할 때 100% 의무공개매수제도를 도입해 ‘투자자 보호’를 강화해야 할 것”이라고 목소리를 높였다."
시황,401,009,0005587850,https://n.news.naver.com/mnews/article/009/0005587850,“이 불장에 이런 폭락이 나온다고?”...주가도 실적도 우울한 엔터주,매일경제,2025-11-10 20:41,naver_news_list_20251110_s401_p1.html,"3분기 하이브 영업손실 422억 중국 한한령 완화 기대도 약해져 에스엠·JYP엔터 등 동반약세 [연합뉴스] 한한령(한류 제한 조치) 해제 기대가 꺼지면서 엔터 기업들의 주가가 하락하고 있다. 저조한 실적이 주가의 발목을 잡는 가운데 하이브는 이번 3분기 422억원 적자라는 충격적인 성적표까지 받았다. 10일 한국거래소에 따르면 이달 3~10일 하이브는 10.41% 하락했다. 에스엠은 14.06%, 와이지엔터테인먼트는 26.67%, JYP엔터는 10.26% 떨어졌다. 10일 장 마감 후 하이브는 올 3분기 매출 7272억원에 영업손실 422억원을 기록했다고 공시했다. 순이익 역시 503억원 적자였다. 당초 예상된 영업이익 366억원에 훨씬 못 미치는 ‘어닝쇼크’였다. 매출은 컨센서스를 뛰어넘었으나 영업적자를 기록한 이유는 신인 투자 비용이 3분기 집중됐기 때문으로 분석된다. 임도영 다올투자증권 연구원은 “하이브는 신인 데뷔 비용과 해외 법인 확장 비용 부담으로 아쉬운 수익성을 기록했다”며 “내년에는 BTS 완전체 활동 재개와 아티스트들 전반의 투어 규모 확대에 따라 매출이 확대될 전망”이라고 설명했다. 하이브뿐만 아니라 다른 엔터주 역시 실적 부진에 한한령 기대 약화라는 악재가 함께 겹쳤다. 와이지엔터테인먼트는 매출액 1731억원, 영업이익 311억원을 기록하며 컨센서스 1984억원, 339억원을 밑돌았다. 앞서 엔터주들은 지난 1일까지 진행된 2025 경주 아시아태평양경제협력체(APEC) 정상회의에서 시진핑 중국 국가주석이 K팝 가수들의 베이징 공연에 긍정적 태도를 보였다는 소식이 전해지자 상승세를 탔다. 하이브는 10월 31일~11월 3일 3거래일 동안 10.84% 올랐고, 박진영 대중문화교류위원회 위원장이 대표 프로듀서를 맡고 있는 JYP엔터는 7.59% 상승했다. 박 위원장은 1일 한중 정상회담 만찬에 참석해 시 주석을 만났다. 그러나 APEC 이후 한한령에 해제에 대한 구체적 소식이 나오지 않으면서 주가는 반락했다. 하이브와 에스엠, JYP엔터는 4일부터 4거래일, 와이지엔터테인먼트는 3일부터 6거래일 연속 떨어졌다."
시황,401,215,0001230357,https://n.news.naver.com/mnews/article/215/0001230357,"증시 찬물 끼얹은 AI 거품론…""인터넷 버블 전례 떠올려야""",한국경제TV,2025-11-10 20:00,naver_news_list_20251110_s401_p1.html,"[와우퀵] 투자정보 플랫폼 이웅찬 iM증권 연구위원은 최근 증시를 강타한 AI 거품론에 대해 인터넷 버블 당시와 마찬가지로 실제 기술은 성공했지만, 투자 열기가 앞서면서 거품이 형성됐던 전례를 떠올릴 필요가 있다고 지적했다. 이 연구위원은 10일 한국경제TV에 출연해 ""AI의 성장성과 별개로 AI 관련 설비투자와 CAPEX(자본지출)확대 과정에서 과열 여부를 경계해야 한다""고 밝혔다. 그러면서 ""현재 AI 인프라 투자는 빅테크의 현금흐름을 넘어 국가 차원의 지원, 채권 발행, 사모채권·대출 등으로 재원을 확대하는 단계에 와 있다""며 ""수요는 충분하지만 자금 조달이 공격적으로 이뤄지는 만큼 과열 가능성을 계속 점검해야 한다""고 말했다. 이어 엔비디아의 실적이 거품론을 잠재울 수 있냐는 질문에 대해 ""이미 내년까지 물량이 사실상 판매된 상태라 실적 눈높이는 높고, 큰 폭의 실적 미스 가능성도 크지 않다""며 ""이번 실적은 숫자 자체보다는 젠슨 황 CEO가 제시할 AI 전략과 비전, 투자 지속 가능성에 대한 메시지가 시장 심리에 더 큰 영향을 줄 것이다""고 평가했다. ● 핵심 포인트 - 과거 인터넷 버블처럼 기술 성공과 투자 거품의 괴리를 경계해야함. - 최근 AI 인프라 투자는 재원 조달 측면에서 지속성 점검이 필요하다고 평가함. - 엔비디아 실적 자체보단 젠슨 황 CEO의 AI 전략·비전 메시지가 투자 심리에 더 큰 변수가 될 것으로 전망됨."
시황,401,001,0015734256,https://n.news.naver.com/mnews/article/001/0015734256,'첨단과학 장비' 비츠로넥스텍 공모가 6천900원 확정,연합뉴스,2025-11-10 18:45,naver_news_list_20251110_s401_p1.html,"비츠로넥스텍 로고 비츠로넥스텍 로고 [비츠로넥스텍 제공] (서울=연합뉴스) 김태균 기자 = 과학 장비 및 부품 업체인 비츠로넥스텍은 코스닥 시장 상장을 위해 최근 수요 예측을 진행해 공모가를 희망가 범위 상단인 6천900원으로 확정했다고 10일 밝혔다. 수요예측 경쟁률은 1천15.93대 1이었고 참여 수량 기준 99.9%가 희망가 범위 상단(6천900원) 이상의 가격을 제시했다. 전체 주문 물량 중 의무 보유 확약을 설정한 비율은 29.8%다. 비츠로넥스텍은 우주항공, 플라스마, 핵융합 등 첨단 과학 분야에 쓰이는 장비 및 부품을 공급하고 있으며 특히 국산 우주 발사체 '누리호' 엔진의 연소기를 만든 곳으로 인지도가 높다. 비츠로넥스텍은 이번 달 11∼12일 일반투자자 청약을 받고 21일 코스닥에 상장한다. 상장 대표 주관사는 NH투자증권이다. tae@yna.co.kr"
시황,401,009,0005587826,https://n.news.naver.com/mnews/article/009/0005587826,“증시 공포론자들 어디에”…배당소득세 완화 카드에 코스피 ‘V자’ 반등,매일경제,2025-11-10 18:34,naver_news_list_20251110_s401_p1.html,"당정, 최고세율 완화 추진에 KB금융·신한지주 등 신고가 코스피 하루만에 4천피 탈환 자사주 소각 의무화 골자로 한 3차 상법개정 수혜주도 들썩 정부, 최고세율 25%로 인하땐 세수 年 1900억원 감소 전망 10일 오후 서울 중구 하나은행 본점 딜링룸 현황판에 코스피 지수와 원/달러 환율이 표시돼 있다. 이날 코스피는 전 거래일보다 119.48포인트(3.02%) 오른 4073.24로 마감했다. 2025.11.10 [사진 = 연합뉴스] 숨 고르기를 하던 코스피가 배당소득 분리과세 세율 인하 추진이라는 정책 효과 덕에 1거래일 만에 다시 ‘4천피’를 회복했다. 시장의 관심 밖에 있던 은행과 보험주를 비롯해 증권주와 지주사 등 대표적인 정책 수혜주들이 일제히 날아올랐고, 주도주 삼성전자와 SK하이닉스도 ‘10만전자’와 ‘60만닉스’를 탈환하며 힘을 실었다. 10일 코스피는 전 거래일보다 3.02%(119.48포인트) 오른 4073.24에 마감했다. 이날 주가 상승은 정책 효과가 역력했다. 배당을 많이 하는 금융지주, 지주사 등의 주가가 크게 상승했다. 배당주로 분류되는 이들 기업은 통상적으로 주가 변동폭이 크지 않은 안정적인 주식으로 분류되지만 이날은 달랐다. 전날 당정에 이어 이날도 분리과세 관련 뉴스들이 쏟아진 덕분이다. 이날도 여야는 배당소득 분리과세 최고세율을 신속히 논의하겠다고 밝히며 ‘증시 부양 드라이브’를 걸었다. 국회는 12일부터 기획재정위원회 조세소위를 가동하고 세법개정안을 논의한다. 기재위원장인 임이자 국민의힘 의원은 “(배당소득 분리과세 법안과 관련해) 향후 기재위에서 심도 있는 심사가 이뤄질 수 있도록 최선을 다하겠다”고 말했다. 우원식 국회의장이 10일 서울 여의도 국회 의원회관에서 열린 2025 세법개정안 토론회에서 격려사를 하고 있다. [사진 = 연합뉴스] 야당에서는 최고세율 조정과 더불어 조건 없이 분리과세를 해야 한다는 주장까지 내놓고 있다. 국회 기재위 야당 간사인 박수영 국민의힘 의원은 이날 열린 국회예산정책처 세법개정안 토론회에서 “복잡한 조건을 두면 자본시장 활성화에 도움이 되지 않기 때문에 배당소득에 대해선 아무 조건 없이 분리과세해야 한다”고 강조했다. 천하람 개혁신당 의원도 “몇 % 이상 배당해야지만 혜택을 주겠다는 건 임의의 기준”이라며 “오히려 그에 맞춰 배당 사이클이 왜곡될 수 있다”고 지적했다. 이날 KB금융과 신한지주는 전 거래일에 세웠던 역사적 신고가 기록을 또다시 넘어서는 등 순항하며 각각 4.28%와 1.81%의 상승률로 거래를 마쳤다. 하나금융지주는 장중 10만1100원까지 오르면서 지난 7월의 최고가 기록을 경신했다. 배당 확대 기대가 쏠리는 삼성생명(4.54%)과 삼성화재(4.71%)도 코스피 상승률을 상회했다. 자사주 매입·소각에도 무게를 싣고 있는 은행주들이 배당소득 분리과세 조건에 따라 배당 중심의 주주환원책을 펼 수 있다는 분석도 나온다. 전날 당정대는 분리과세 최고세율을 정부안인 35%에서 25%로 인하하는 방안에 공감대를 표한 것으로 알려졌다. 정부는 고배당 기업 기준을 배당성향이 40% 이상이거나 배당성향이 25% 이상 및 직전 3년 평균 대비 5% 이상 배당이 늘어난 법인으로 삼았다. 하나증권에 따르면 자사주 매입·소각 없이 배당만으로 주주환원을 강화해온 IBK기업은행의 배당성향은 33.4% 수준으로 전망되지만 KB금융(24.23%)과 신한지주(23.71%)의 올해 예상 배당성향은 25%를 밑돈다. 고배당 기업 기준에 따라 기존에 내놓은 주주환원책에서 자사주 매입 비중을 줄이고 배당성향을 기준에 맞추는 방향의 정책 수정이 있을 수 있다는 것이다. 김은갑 키움증권 연구원은 “정부가 내세운 조건이 과도하게 어렵지 않으면 모든 금융지주사들이 주주환원 정책을 수정해서라도 수혜를 보려고 할 것”이라고 말했다. 자사주 24.8%를 보유하고 있는 SK는 이날 9.29% 올랐다. SK는 시가총액에 연동된 배당정책을 펼치고 있어 자사주 소각 의무화가 진행되더라도 안정적인 배당을 받을 수 있다는 장점도 있다. 자사주 비중이 27.51%에 달하는 롯데지주도 이날 주가가 5.37% 올랐다. 두산에너빌리티, 두산로보틱스 등 핵심 자회사들이 호조세를 보이고 있는 두산(2.29%)도 17.92%의 자사주를 갖고 있어 3차 상법 개정에 따른 수혜주로 꼽힌다. 증권주에서는 자사주 비중이 50%를 넘어서는 신영증권(9.54%)과 리테일 강자로 증시 활황의 대표 수혜 종목인 키움증권(8.35%) 등이 높은 상승률을 나타냈다. 한편 이날도 외국인들은 1조3513억원어치를 순매도했다. 매도 폭탄을 받아낸 것은 기관으로, 개인들의 순매도까지 모두 소화하며 지수를 끌어올렸다. 이날 정부는 최고세율을 25%로 인하할 경우 연간 최대 1900억원의 추가 세수 감소가 전망된다고 밝혔다. 구윤철 경제부총리 겸 기재부 장관은 이날 예산결산특별위원회 전체회의에서 “(최고세율 인하시) 배당 확대로 인한 수입도 감안하면 연간 1700~1900억원의 추가 세수감소가 예상된다”며 “세율을 낮춤으로 인해 세수감소가 발생하고, 배당 활성화로 증액되는 부분도 있을 것”이라고 말했다."
시황,401,011,0004554208,https://n.news.naver.com/mnews/article/011/0004554208,세법 악재 걷어내자…되살아난 정책 랠리,서울경제,2025-11-10 18:31,naver_news_list_20251110_s401_p1.html,"■코스피 하루만에 4000선 회복 배당세율 25%로 완화 추진에 3% 급등···7개월來 최대 상승 ""외국인 자금이탈 진정 신호탄"" 10일 오전 서울 중구 하나은행 본점 딜링룸 현황판에 코스피 지수가 표시돼 있다. 연합뉴스 [서울경제] 당정이 고배당 기업에 대한 배당소득 분리 과세 최고세율을 25%로 낮추기로 가닥을 잡으면서 정책 랠리 모멘텀이 다시 살아날 것이라는 기대가 커졌다. 정부가 대주주 양도소득세 기준을 10억 원(현 50억 원)으로 낮추고 배당소득 분리 과세 최고세율을 35%로 제시한 세법개정안 이후 8~9월 ‘박스피’를 겪었는데 ‘코리아 디스카운트’를 걷어내고 외국인투자가들의 신뢰를 가져올 수 있는 계기가 됐다는 평가가 나온다. 10일 한국거래소에 따르면 코스피는 전 거래일 대비 3.02%(119.48포인트) 오른 4073.24에 거래를 마쳤다. 이날 상승률은 도널드 트럼프 미국 대통령이 상호관세 90일 유예를 발표했던 올 4월 10일(6.6%) 이후 7개월 만의 최고치다. 지난주에만 7조 원 넘게 주식을 내던졌던 외국인의 매도세(1554억 원 순매도)가 진정됐고 기관이 1조 원 넘게 사들이며 코스피는 1거래일 만에 다시 4000선을 회복했다. ‘정책 불확실성 해소가 곧 시장 회복으로 이어진다’는 공식이 재확인되며 자본시장 전환의 신호탄이 될 것이라는 전망이 제기된다. 여기에 미국 연방정부 셧다운(일시적 업무정지) 종료에 대한 기대감까지 겹호재가 맞물리며 불안심리가 완화됐고 원·달러 환율도 소폭 하락했다. 비상계엄과 탄핵으로 불확실성에 싸였던 증시는 이재명 정부 출범 후 지배구조 개선과 상법 개정, 대주주 양도소득세 기준 50억 원 유지 등 ‘오천피’ 의지를 거듭 확인하며 체질 개선에 성공하고 있다. 이번 분리 과세 최고세율 인하 역시 외국인 자금의 이탈을 막고 고배당 기업을 중심으로 매수세를 다시 불러왔다. 박희찬 미래에셋증권 리서치센터장은 “외국인들이 많이 보유한 금융·지주업종의 배당수익률이 높은 만큼 이번 조치가 배당 확대를 촉진해 외국인 이탈을 막는 데 도움이 될 것”이라고 설명했다. 정부의 다음 행보에도 관심이 모아진다. 150조 원 규모의 국민성장펀드 조성에 이어 퇴직연금 기금화, 금산분리 완화 등 후속 정책이 본격화하면 자본시장으로의 자금 유입이 구조적으로 확대돼 본격적인 전환점을 맞이할 수 있다. 김민국 VIP자산운용 대표는 “이번 조치는 단순한 세제 완화가 아니라 기업이 현금을 유보하기보다 주주와 적극적으로 이익을 나누는 문화를 정착시키는 계기가 될 것”이라고 말했다. &#160; 세법 악재 걷어내자 되살아난 정책 랠리"
시황,401,001,0015734248,https://n.news.naver.com/mnews/article/001/0015734248,"코드잇 등 5개사, 코스닥 상장예비심사 신청",연합뉴스,2025-11-10 18:28,naver_news_list_20251110_s401_p1.html,"여의도 KRX한국거래소 [촬영 안 철 수] 2025.11 (서울=연합뉴스) 이민영 기자 = 한국거래소 코스닥시장본부는 코드잇 등 5개사가 제출한 상장예비심사 신청서를 접수했다고 10일 밝혔다. 코드잇은 교육지원 서비스업 전문 기업으로 인공지능(AI) 기반 교육 서비스 등을 제공하고 있다. 지난해 172억4천만원의 매출과 12억5천900만원의 영업손실을 냈다. 토비스는 영상 및 음향기기 제조업체로 카지노 모니터, 자동차 전장 모니터 등이 주요 제품이다. 지난해 6천237억8천만원의 매출과 583억7천100만원의 영업이익을 냈다. 미래에셋증권이 이들 두 기업의 상장을 주관했다. 져스텍은 전동기, 발전기 등을 제조하는 기업으로, 지난해 198억5천100만원의 매출과 9억4천100만원의 영업이익을 기록했다. 상장 주관사는 삼성증권이다. 유빅스테라퓨틱스는 자연과학 및 공학 연구개발업체로, 지난해 51억4천500만원의 매출과 66억1천700만원의 영업손실을 냈다. 대신증권이 상장을 주관했다. 이밖에 기업인수목적회사(SPAC·스팩)인 미래에셋비전기업인수목적10호가 상장예비심사를 신청했다. mylux@yna.co.kr"
시황,401,011,0004554205,https://n.news.naver.com/mnews/article/011/0004554205,"큐로셀, 서울대서 고형암 치료 플랫폼 ‘하이퍼카인’ 독점실시권 확보",서울경제,2025-11-10 18:21,naver_news_list_20251110_s401_p1.html,"CAR-T 세포 생존성 향상 글로벌 기술이전에 필수 [서울경제] 큐로셀(372320) 은 서울대학교에서 고형암 키메라항원수용체T세포(CAR-T) 치료제 개발에 적용 가능한 ‘하이퍼카인’ 기술의 독점실시권을 확보했다고 10일 밝혔다. 하이퍼카인은 CAR-T 세포에 면역조절 물질을 함께 탑재(Armoring)해 체내 활성도와 생존 기간을 동시에 향상시키는 플랫폼 기술이다. 기존 CAR-T 세포는 종양미세환경과 면역억제 기전 탓에 체내에서 장기간 생존하지 못해 고형암 치료에 한계를 보였다. 하지만 하이퍼카인은 CAR-T 세포가 장기간 활성 상태를 유지하며 고형암 세포를 지속 공격하도록 설계됐다. CAR-T 세포의 생존성 향상은 투여 세포 수 감소 및 치료 부담 완화로 이어지며 각종 부작용도 완화할 수 있다는 것이 큐로셀 측 설명이다. 큐로셀과 서울대는 올해 초 공동으로 하이퍼카인 기술을 특허출원했다. 올 5월에는 하이퍼카인을 활용한 고형암 CAR-T 개발 프로젝트가 정부 연구개발 과제로 선정되기도 했다. 이번 독점실시권 체결로 큐로셀은 글로벌 기술이전에 필요한 전 세계적 독점 실시권을 확보하게 됐다. 큐로셀은 하이퍼카인을 고형암 CAR-T 플랫폼에 우선 적용한 뒤 임상 진입과 적응증 확장을 추진하기로 했다. 또한 글로벌 제약사 및 세포·유전자치료 기업들과의 공동 개발, 기술 적용, 사업화 협력 논의도 본격 진행한다. 큐로셀은 재발·불응성 거대 B세포 림프종 환자를 위한 CAR-T 치료제 ‘림카토’의 상업화를 앞두고 있다. CAR-T 치료제 제조 및 임상 경험을 기반으로 혈액암에서 고형암으로 개발 영역을 확장하고 있다. 김건수 큐로셀 대표는 “하이퍼카인 기술을 기반으로 고형암 CAR-T 치료제를 임상 단계로 연결하는 동시에 글로벌 제약사와의 기술·사업화 협업을 적극 추진하겠다”고 말했다."
시황,401,011,0004554190,https://n.news.naver.com/mnews/article/011/0004554190,"코어라인소프트 '에이뷰', 19개국서 누적 판독 250만 건 돌파",서울경제,2025-11-10 18:04,naver_news_list_20251110_s401_p1.html,"""유럽 'AI 필수 권고' 확산 시 점유율 대폭 확대"" [서울경제] 코어라인소프트(384470) 는 인공지능(AI) 소프트웨어 ‘에이뷰’가 전 세계 19개국 200개 이상의 병원에서 누적 판독 250만 건을 돌파했다고 10일 밝혔다. 에이뷰는 최근 유럽 주요국의 정부 주도 폐암 검진 프로젝트에 채택되고 있다. 코어라인소프트 관계자는 “글로벌 시장에서 에이뷰 채택 증가는 세계 각국 정부와 기관, 기업들이 AI를 단순 진단 보조 도구가 아닌 필수 의료 인프라로 받아들이고 있다는 의미”라며 “특히 에이뷰가 적용되고 있는 정부 주도 폐암 검진 사업은 국가당 연 수십만 건 이상의 안정적 판독 물량에 장기 계약으로 진행되는 만큼 독일의 AI 필수 권고 가이드라인이 유럽 전역으로 확산되면 시장 점유율이 대폭 확대될 것”이라고 설명했다. 코어라인소프트는 유럽, 미국, 한국 등 각 시장 특성에 맞춘 중장기 글로벌 전략을 본격화하고 있다. 유럽에서는 독일, 이탈리아, 프랑스 등 주요 국가 폐암 검진 프로젝트에 참여해 국가 단위 의료 인프라 사업을 공고히 하고 유럽연합(EU) 통합규격인증(CE) 기반 시장 확대를 가속화하고 있다. 미국 시장에서는 보험수가 시장 진입에 성공했다. 세계 최대 의료 클러스터 텍사스메디컬센터(TMC) 소속 베일러 의과대학, 미국 최대 후처리 전문기업 3DR랩스, 매사추세츠주 5대 병원 유매스 메모리얼 메디컬센터 등과 협업을 구축했다. 템플 폐센터와는 임상 연구를 진행하고 미국 헬스케어 기업 오트밀헬스와는 폐암 악성도 예측 공동 개발 계약을 체결하며 미국 의료 생태계 내 입지를 다지고 있다. 국내에서는 2017년부터 9년 연속 국가 폐암 검진 품질관리 및 정보 시스템을 운영하며 공공의료 인프라의 핵심 파트너로 자리잡았다. 최근에는 220억 원 규모 멀티모달 AI 국책과제를 비롯해 다수 AI 고도화 및 연구 사업에 선정됐다."
시황,401,009,0005587815,https://n.news.naver.com/mnews/article/009/0005587815,美증권사 로빈후드는 매출 20%가 코인 수수료 … '금가분리' 한국선 불가능,매일경제,2025-11-10 18:03,naver_news_list_20251110_s401_p1.html,"韓금융사 가상자산 사업하려면 해외서 거래소 인수해야할 판 한국 거래소는 수수료 수입뿐 해외진출 막혀 국내서 경쟁만 미국에서는 증권사와 가상자산 거래소가 서로 영역을 넘나들며 '이종결합'을 통한 가파른 성장세를 기록하고 있다. 반면 한국 증권사와 가상자산 거래소는 금가분리에 따라 영역을 넘나드는 사업이 불가능한 상황이다. 10일 금융투자 업계에 따르면 미국 온라인 증권 거래소인 로빈후드는 가상자산 거래 서비스에서만 전체 매출의 21.04%(올해 3분기 기준)를 올리고 있다. 4년 전인 2021년 3분기 13.97%에서 꾸준히 사업 규모가 늘고 있다. 같은 기간 주식 관련 거래(파생상품 포함) 매출 비중은 58.63%에서 30.61%까지 감소했다. 2021년부터 가상자산 관련 사업을 본격적으로 시작한 후 로빈후드의 주식과 가상자산 매출 비중 격차는 4년 만에 44.66%포인트에서 한 자릿수인 9.57%포인트까지 빠르게 줄어들었다. 로빈후드는 가상자산뿐만 아니라 예측시장 등 다양한 신사업을 전개해 매출 구조 다변화에 나서고 있다. 실제로 로빈후드에 따르면 연간 매출 1억달러 이상을 기록한 사업은 2021년 4개에 불과했지만 2025년 기준으로는 11개까지 늘어났다. 이 외에도 가상자산 관리 플랫폼인 파이어블록스가 세계 최대 수탁은행인 BNY멜런과 전략적 파트너십을 통한 가상자산 서비스를 제공하고 있다. 디지털 자산 은행인 앵커리지디지털은 미국 통화감독청(OCC)에서 은행 인가를 받아 가상자산 커스터디와 중개 서비스를 하고 있다. 은행 지주회사법 등을 통해 은행과 비금융회사 간 상호 지분 교환을 제한하고 있으나 금융기술(핀테크)이나 가상자산 분야에서는 유연한 자세를 보여왔기에 가능한 일이다. 미국을 대표하는 가상자산 거래소인 코인베이스도 마찬가지다. 코인베이스의 경우 가상자산 거래 외에 USDC(서클)를 앞세운 스테이블코인이 대표적인 신사업으로 꼽힌다. 올해 3분기 코인베이스의 스테이블코인 관련 매출은 3억5470만달러에 달했다. 2022년 3분기(7690만달러)와 비교해 4배 이상 급성장했다. 이에 따라 코인베이스의 가상자산 거래 매출 비중도 58.35%로 감소했다. 스테이블코인 사업 매출이 집계되기 전인 2021년 3분기 코인베이스의 가상자산 거래 부문 비중은 88.23%에 달한 바 있다. 반면 국내 증권사, 거래소 등은 디지털 자산 관련 분야에서 사업이 전무하다. 전통 금융사는 가상자산업에 진출할 수 없는 금가분리 때문이다. 토큰증권(STO) 발행 등 업무도 모두 금융위원회에서 혁신금융(규제 샌드박스) 지정을 받아야 가능하다. 금융감독원 전자공시 시스템에 따르면 국내 대표 거래소인 업비트(두나무)와 빗썸의 경우 지난 6월 기준 수수료 매출 비중이 각각 98.19%, 98.29%에 달했다. 두 기업은 대기업집단에 지정될 정도로 성장했지만 단순 가상자산 거래 중개에 국한된 사업 구조에서 벗어나지 못하고 있는 셈이다. 이로 인해 해외 시장을 공략할 때 쓰여야 할 자금이 국내 시장 점유율 확대를 위한 출혈 경쟁에만 쓰이고 있다는 지적도 나온다. 실제로 빗썸이 지난 2분기 광고선전비와 판매촉진비로 지출한 금액은 580억4322만원으로 전년 동기 대비 64.88% 급증했다. [이종화 기자]"
