name,price,change,detail_url,holdings
RISE AI전력인프라,"13,095",하락 -375,https://riseetf.co.kr/prod/finderDetail/44J3,[]
RISE AI반도체TOP10,"16,310",하락 -445,https://riseetf.co.kr/prod/finderDetail/44J0,"[{""번호"": ""1"", ""종목명"": ""SK하이닉스"", ""종목코드"": ""KR7000660001"", ""기준가"": ""264"", ""비중(%)"": ""18.82"", ""평가액"": ""153,120,000""}, {""번호"": ""2"", ""종목명"": ""삼성전자"", ""종목코드"": ""KR7005930003"", ""기준가"": ""1,197"", ""비중(%)"": ""14.4"", ""평가액"": ""117,186,300""}, {""번호"": ""3"", ""종목명"": ""원익IPS"", ""종목코드"": ""KR7240810002"", ""기준가"": ""1,322"", ""비중(%)"": ""10.8"", ""평가액"": ""87,913,000""}, {""번호"": ""4"", ""종목명"": ""한미반도체"", ""종목코드"": ""KR7042700005"", ""기준가"": ""633"", ""비중(%)"": ""9.9"", ""평가액"": ""80,517,600""}, {""번호"": ""5"", ""종목명"": ""하나마이크론"", ""종목코드"": ""KR7067310003"", ""기준가"": ""2,848"", ""비중(%)"": ""9.66"", ""평가액"": ""78,604,800""}, {""번호"": ""6"", ""종목명"": ""파두"", ""종목코드"": ""KR7440110005"", ""기준가"": ""3,116"", ""비중(%)"": ""9.19"", ""평가액"": ""74,784,000""}, {""번호"": ""7"", ""종목명"": ""테크윙"", ""종목코드"": ""KR7089030001"", ""기준가"": ""1,219"", ""비중(%)"": ""9.05"", ""평가액"": ""73,627,600""}, {""번호"": ""8"", ""종목명"": ""ISC"", ""종목코드"": ""KR7095340006"", ""기준가"": ""890"", ""비중(%)"": ""8.37"", ""평가액"": ""68,085,000""}, {""번호"": ""9"", ""종목명"": ""와이씨"", ""종목코드"": ""KR7232140004"", ""기준가"": ""3,375"", ""비중(%)"": ""5.45"", ""평가액"": ""44,347,500""}, {""번호"": ""10"", ""종목명"": ""피에스케이홀딩스"", ""종목코드"": ""KR7031980006"", ""기준가"": ""623"", ""비중(%)"": ""3.49"", ""평가액"": ""28,408,800""}, {""번호"": ""11"", ""종목명"": ""현금성자산"", ""종목코드"": ""KRD010010001"", ""기준가"": ""7,046,704"", ""비중(%)"": ""0.87"", ""평가액"": ""7,046,704""}]"
RISE 미국고배당다우존스TOP10,"10,215",상승 65,https://riseetf.co.kr/prod/finderDetail/44J6,"[{""번호"": ""1"", ""종목명"": ""100%현금설정액"", ""종목코드"": ""CASH00000001"", ""기준가"": ""512,903,625"", ""비중(%)"": ""100"", ""평가액"": ""512,903,625""}, {""번호"": ""2"", ""종목명"": ""INTL BUSINESS MACHINES CORP"", ""종목코드"": ""US4592001014"", ""기준가"": ""132.9"", ""비중(%)"": ""11.79"", ""평가액"": ""60,491,388""}, {""번호"": ""3"", ""종목명"": ""CISCO SYSTEMS INC"", ""종목코드"": ""US17275R1023"", ""기준가"": ""556.7"", ""비중(%)"": ""11.23"", ""평가액"": ""57,617,434""}, {""번호"": ""4"", ""종목명"": ""JOHNSON & JOHNSON"", ""종목코드"": ""US4781601046"", ""기준가"": ""205.6"", ""비중(%)"": ""10.92"", ""평가액"": ""56,004,739""}, {""번호"": ""5"", ""종목명"": ""CHEVRON CORP"", ""종목코드"": ""US1667641005"", ""기준가"": ""236.2"", ""비중(%)"": ""10.26"", ""평가액"": ""52,629,679""}, {""번호"": ""6"", ""종목명"": ""NIKE INC CL B"", ""종목코드"": ""US6541061031"", ""기준가"": ""569.85"", ""비중(%)"": ""10.02"", ""평가액"": ""51,381,973""}, {""번호"": ""7"", ""종목명"": ""AMGEN INC"", ""종목코드"": ""US0311621009"", ""기준가"": ""110.45"", ""비중(%)"": ""9.9"", ""평가액"": ""50,783,040""}, {""번호"": ""8"", ""종목명"": ""HOME DEPOT INC"", ""종목코드"": ""US4370761029"", ""기준가"": ""89.15"", ""비중(%)"": ""9.35"", ""평가액"": ""47,935,784""}, {""번호"": ""9"", ""종목명"": ""MERCK & CO.INC"", ""종목코드"": ""US58933Y1055"", ""기준가"": ""377.2"", ""비중(%)"": ""9.19"", ""평가액"": ""47,139,771""}, {""번호"": ""10"", ""종목명"": ""COCA COLA"", ""종목코드"": ""US1912161007"", ""기준가"": ""443"", ""비중(%)"": ""8.69"", ""평가액"": ""44,571,786""}, {""번호"": ""11"", ""종목명"": ""VERIZON COMMUNICAT"", ""종목코드"": ""US92343V1044"", ""기준가"": ""729.45"", ""비중(%)"": ""8.25"", ""평가액"": ""42,318,135""}, {""번호"": ""12"", ""종목명"": ""현금성자산"", ""종목코드"": ""KRD010010001"", ""기준가"": ""2,029,896"", ""비중(%)"": ""0.4"", ""평가액"": ""2,029,896""}]"
RISE 미국천연가스밸류체인,"10,445",상승 120,https://riseetf.co.kr/prod/finderDetail/44I4,"[{""번호"": ""1"", ""종목명"": ""100%현금설정액"", ""종목코드"": ""CASH00000001"", ""기준가"": ""525,268,795"", ""비중(%)"": ""100"", ""평가액"": ""525,268,795""}, {""번호"": ""2"", ""종목명"": ""EXXON MOBIL CORP"", ""종목코드"": ""US30231G1022"", ""기준가"": ""500.3"", ""비중(%)"": ""15.89"", ""평가액"": ""83,457,569""}, {""번호"": ""3"", ""종목명"": ""ENBRIDGE INC"", ""종목코드"": ""CA29250N105A"", ""기준가"": ""1,163.45"", ""비중(%)"": ""15.13"", ""평가액"": ""79,463,020""}, {""번호"": ""4"", ""종목명"": ""TC ENERGY CORP"", ""종목코드"": ""CA87807B107A"", ""기준가"": ""1,052.45"", ""비중(%)"": ""14.73"", ""평가액"": ""77,355,711""}, {""번호"": ""5"", ""종목명"": ""WILLIAMS COS INC"", ""종목코드"": ""US9694571004"", ""기준가"": ""898.35"", ""비중(%)"": ""14.44"", ""평가액"": ""75,832,226""}, {""번호"": ""6"", ""종목명"": ""CHEVRON CORP"", ""종목코드"": ""US1667641005"", ""기준가"": ""278.4"", ""비중(%)"": ""11.81"", ""평가액"": ""62,032,610""}, {""번호"": ""7"", ""종목명"": ""EOG RESOURCES INC"", ""종목코드"": ""US26875P1012"", ""기준가"": ""184.85"", ""비중(%)"": ""5.38"", ""평가액"": ""28,277,336""}, {""번호"": ""8"", ""종목명"": ""ONEOK NPV"", ""종목코드"": ""US6826801036"", ""기준가"": ""213.05"", ""비중(%)"": ""4.01"", ""평가액"": ""21,047,718""}, {""번호"": ""9"", ""종목명"": ""DUKE ENERGY CORP"", ""종목코드"": ""US26441C2044"", ""기준가"": ""112.65"", ""비중(%)"": ""3.87"", ""평가액"": ""20,350,853""}, {""번호"": ""10"", ""종목명"": ""OCCIDENTAL PETROLE"", ""종목코드"": ""US6745991058"", ""기준가"": ""261.1"", ""비중(%)"": ""2.92"", ""평가액"": ""15,329,982""}, {""번호"": ""11"", ""종목명"": ""DT Midstream Inc"", ""종목코드"": ""US23345M1071"", ""기준가"": ""82.85"", ""비중(%)"": ""2.57"", ""평가액"": ""13,474,205""}, {""번호"": ""12"", ""종목명"": ""DIAMONDBACK ENERGY"", ""종목코드"": ""US25278X1090"", ""기준가"": ""63.3"", ""비중(%)"": ""2.47"", ""평가액"": ""12,982,058""}, {""번호"": ""13"", ""종목명"": ""KINDER MORGAN INC"", ""종목코드"": ""US49456B1017"", ""기준가"": ""281.9"", ""비중(%)"": ""2.04"", ""평가액"": ""10,727,486""}, {""번호"": ""14"", ""종목명"": ""CHENIERE ENERGY INC"", ""종목코드"": ""US16411R2085"", ""기준가"": ""31.45"", ""비중(%)"": ""1.81"", ""평가액"": ""9,531,831""}, {""번호"": ""15"", ""종목명"": ""VENTURE GLOBAL INC-CL A"", ""종목코드"": ""US92333F1012"", ""기준가"": ""729.65"", ""비중(%)"": ""1.57"", ""평가액"": ""8,238,459""}, {""번호"": ""16"", ""종목명"": ""GOLAR LNG LTD"", ""종목코드"": ""BMG9456A1009"", ""기준가"": ""99.55"", ""비중(%)"": ""1.08"", ""평가액"": ""5,683,897""}, {""번호"": ""17"", ""종목명"": ""현금성자산"", ""종목코드"": ""KRD010010001"", ""기준가"": ""1,509,257"", ""비중(%)"": ""0.29"", ""평가액"": ""1,509,257""}]"
RISE 미국휴머노이드로봇,"15,800",하락 -70,https://riseetf.co.kr/prod/finderDetail/44I5,"[{""번호"": ""1"", ""종목명"": ""설정현금액"", ""종목코드"": ""CASH00000001"", ""기준가"": ""784,818,163"", ""비중(%)"": ""100"", ""평가액"": ""784,818,163""}, {""번호"": ""2"", ""종목명"": ""Intuitive Surgical Inc"", ""종목코드"": ""US46120E6023"", ""기준가"": ""121.77"", ""비중(%)"": ""12.38"", ""평가액"": ""97,179,849""}, {""번호"": ""3"", ""종목명"": ""Teradyne Inc"", ""종목코드"": ""US8807701029"", ""기준가"": ""344.04"", ""비중(%)"": ""11.82"", ""평가액"": ""92,737,921""}, {""번호"": ""4"", ""종목명"": ""Tesla Inc"", ""종목코드"": ""US88160R1014"", ""기준가"": ""117.13"", ""비중(%)"": ""9.7"", ""평가액"": ""76,093,068""}, {""번호"": ""5"", ""종목명"": ""NVIDIA Corp"", ""종목코드"": ""US67066G1040"", ""기준가"": ""266.48"", ""비중(%)"": ""9.3"", ""평가액"": ""73,019,184""}, {""번호"": ""6"", ""종목명"": ""Rockwell Automation Inc"", ""종목코드"": ""US7739031091"", ""기준가"": ""128.7"", ""비중(%)"": ""8.9"", ""평가액"": ""69,844,878""}, {""번호"": ""7"", ""종목명"": ""Advanced Micro Devices Inc"", ""종목코드"": ""US0079031078"", ""기준가"": ""160.98"", ""비중(%)"": ""7.1"", ""평가액"": ""55,748,199""}, {""번호"": ""8"", ""종목명"": ""Intel Corp"", ""종목코드"": ""US4581401001"", ""기준가"": ""988.01"", ""비중(%)"": ""6.83"", ""평가액"": ""53,604,439""}, {""번호"": ""9"", ""종목명"": ""Zebra Technologies Corp"", ""종목코드"": ""US9892071054"", ""기준가"": ""135.46"", ""비중(%)"": ""6.49"", ""평가액"": ""50,964,096""}, {""번호"": ""10"", ""종목명"": ""Honeywell International Inc"", ""종목코드"": ""US4385161066"", ""기준가"": ""146.23"", ""비중(%)"": ""5.32"", ""평가액"": ""41,737,153""}, {""번호"": ""11"", ""종목명"": ""Medtronic PLC"", ""종목코드"": ""IE00BTN1Y115"", ""기준가"": ""298.32"", ""비중(%)"": ""4.99"", ""평가액"": ""39,142,094""}, {""번호"": ""12"", ""종목명"": ""Alphabet Inc"", ""종목코드"": ""US02079K3059"", ""기준가"": ""87.66"", ""비중(%)"": ""4.63"", ""평가액"": ""36,365,950""}, {""번호"": ""13"", ""종목명"": ""Manhattan Associates Inc"", ""종목코드"": ""US5627501092"", ""기준가"": ""115.51"", ""비중(%)"": ""3.76"", ""평가액"": ""29,532,601""}, {""번호"": ""14"", ""종목명"": ""Microchip Technology Inc"", ""종목코드"": ""US5950171042"", ""기준가"": ""258.08"", ""비중(%)"": ""2.84"", ""평가액"": ""22,315,407""}, {""번호"": ""15"", ""종목명"": ""Microsoft Corp"", ""종목코드"": ""US5949181045"", ""기준가"": ""22.85"", ""비중(%)"": ""2.11"", ""평가액"": ""16,548,541""}, {""번호"": ""16"", ""종목명"": ""Texas Instruments Inc"", ""종목코드"": ""US8825081040"", ""기준가"": ""51.55"", ""비중(%)"": ""1.54"", ""평가액"": ""12,120,153""}, {""번호"": ""17"", ""종목명"": ""Meta Platforms Inc"", ""종목코드"": ""US30303M1027"", ""기준가"": ""9.67"", ""비중(%)"": ""1.11"", ""평가액"": ""8,719,764""}, {""번호"": ""18"", ""종목명"": ""QUALCOMM Inc"", ""종목코드"": ""US7475251036"", ""기준가"": ""28.46"", ""비중(%)"": ""0.92"", ""평가액"": ""7,181,456""}, {""번호"": ""19"", ""종목명"": ""Solstice Advanced Materials Inc"", ""종목코드"": ""US83443Q1031"", ""기준가"": ""36.56"", ""비중(%)"": ""0.31"", ""평가액"": ""2,397,793""}, {""번호"": ""20"", ""종목명"": ""원화예금"", ""종목코드"": ""KRD010010001"", ""기준가"": ""-434,383"", ""비중(%)"": ""-0.06"", ""평가액"": ""-434,383""}]"
RISE 미국양자컴퓨팅,"17,055",하락 -540,https://riseetf.co.kr/prod/finderDetail/44I3,"[{""번호"": ""1"", ""종목명"": ""설정현금액"", ""종목코드"": ""CASH00000001"", ""기준가"": ""856,174,430"", ""비중(%)"": ""100"", ""평가액"": ""856,174,430""}, {""번호"": ""2"", ""종목명"": ""Rigetti Computing Inc"", ""종목코드"": ""US76655K1034"", ""기준가"": ""1,734.52"", ""비중(%)"": ""10.14"", ""평가액"": ""86,828,482""}, {""번호"": ""3"", ""종목명"": ""Alphabet Inc"", ""종목코드"": ""US02079K3059"", ""기준가"": ""202.76"", ""비중(%)"": ""9.82"", ""평가액"": ""84,115,447""}, {""번호"": ""4"", ""종목명"": ""IonQ Inc"", ""종목코드"": ""US46222L1089"", ""기준가"": ""842.58"", ""비중(%)"": ""8.23"", ""평가액"": ""70,498,472""}, {""번호"": ""5"", ""종목명"": ""D-Wave Quantum Inc"", ""종목코드"": ""US26740W1099"", ""기준가"": ""1,526.41"", ""비중(%)"": ""7.37"", ""평가액"": ""63,134,440""}, {""번호"": ""6"", ""종목명"": ""International Business Machines Corp"", ""종목코드"": ""US4592001014"", ""기준가"": ""134.88"", ""비중(%)"": ""7.17"", ""평가액"": ""61,392,614""}, {""번호"": ""7"", ""종목명"": ""Apple Inc"", ""종목코드"": ""US0378331005"", ""기준가"": ""139.47"", ""비중(%)"": ""6.4"", ""평가액"": ""54,815,603""}, {""번호"": ""8"", ""종목명"": ""Microsoft Corp"", ""종목코드"": ""US5949181045"", ""기준가"": ""67.88"", ""비중(%)"": ""5.74"", ""평가액"": ""49,160,392""}, {""번호"": ""9"", ""종목명"": ""Honeywell International Inc"", ""종목코드"": ""US4385161066"", ""기준가"": ""163.52"", ""비중(%)"": ""5.45"", ""평가액"": ""46,672,087""}, {""번호"": ""10"", ""종목명"": ""Amazon.com Inc"", ""종목코드"": ""US0231351067"", ""기준가"": ""126.76"", ""비중(%)"": ""5.24"", ""평가액"": ""44,883,811""}, {""번호"": ""11"", ""종목명"": ""NVIDIA Corp"", ""종목코드"": ""US67066G1040"", ""기준가"": ""162.94"", ""비중(%)"": ""5.21"", ""평가액"": ""44,647,800""}, {""번호"": ""12"", ""종목명"": ""Marvell Technology Inc"", ""종목코드"": ""US5738741041"", ""기준가"": ""306.41"", ""비중(%)"": ""4.87"", ""평가액"": ""41,663,326""}, {""번호"": ""13"", ""종목명"": ""Microchip Technology Inc"", ""종목코드"": ""US5950171042"", ""기준가"": ""440.52"", ""비중(%)"": ""4.45"", ""평가액"": ""38,090,449""}, {""번호"": ""14"", ""종목명"": ""Quantum Computing Inc"", ""종목코드"": ""US74766W1080"", ""기준가"": ""1,973.82"", ""비중(%)"": ""4.42"", ""평가액"": ""37,814,907""}, {""번호"": ""15"", ""종목명"": ""FormFactor Inc"", ""종목코드"": ""US3463751087"", ""기준가"": ""445.29"", ""비중(%)"": ""4.11"", ""평가액"": ""35,174,845""}, {""번호"": ""16"", ""종목명"": ""Hewlett Packard Enterprise Co"", ""종목코드"": ""US42824C1099"", ""기준가"": ""685.29"", ""비중(%)"": ""2.73"", ""평가액"": ""23,362,536""}, {""번호"": ""17"", ""종목명"": ""Palo Alto Networks Inc"", ""종목코드"": ""US6974351057"", ""기준가"": ""75.64"", ""비중(%)"": ""2.72"", ""평가액"": ""23,292,956""}, {""번호"": ""18"", ""종목명"": ""Unisys Corp"", ""종목코드"": ""US9092143067"", ""기준가"": ""3,063.47"", ""비중(%)"": ""1.4"", ""평가액"": ""12,005,925""}, {""번호"": ""19"", ""종목명"": ""Leidos Holdings Inc"", ""종목코드"": ""US5253271028"", ""기준가"": ""38.64"", ""비중(%)"": ""1.28"", ""평가액"": ""10,963,939""}, {""번호"": ""20"", ""종목명"": ""원화예금"", ""종목코드"": ""KRD010010001"", ""기준가"": ""8,647,132"", ""비중(%)"": ""1.01"", ""평가액"": ""8,647,132""}, {""번호"": ""21"", ""종목명"": ""Onto Innovation Inc"", ""종목코드"": ""US6833441057"", ""기준가"": ""44.47"", ""비중(%)"": ""1"", ""평가액"": ""8,535,864""}, {""번호"": ""22"", ""종목명"": ""Zoom Communications Inc"", ""종목코드"": ""US98980L1017"", ""기준가"": ""65.05"", ""비중(%)"": ""0.91"", ""평가액"": ""7,792,099""}, {""번호"": ""23"", ""종목명"": ""Solstice Advanced Materials Inc"", ""종목코드"": ""US83443Q1031"", ""기준가"": ""40.88"", ""비중(%)"": ""0.31"", ""평가액"": ""2,681,304""}]"
RISE 글로벌게임테크TOP3Plus,"9,910",하락 -155,https://riseetf.co.kr/prod/finderDetail/44J5,"[{""번호"": ""1"", ""종목명"": ""100%현금설정액"", ""종목코드"": ""CASH00000001"", ""기준가"": ""513,208,562"", ""비중(%)"": ""100"", ""평가액"": ""513,208,562""}, {""번호"": ""2"", ""종목명"": ""NINTENDO CO LTD"", ""종목코드"": ""JP3756600007"", ""기준가"": ""810.75"", ""비중(%)"": ""21.15"", ""평가액"": ""108,556,136""}, {""번호"": ""3"", ""종목명"": ""Sony Group Corp"", ""종목코드"": ""JP3435000009"", ""기준가"": ""2,467.6"", ""비중(%)"": ""19.85"", ""평가액"": ""101,896,284""}, {""번호"": ""4"", ""종목명"": ""MICROSOFT CORP"", ""종목코드"": ""US5949181045"", ""기준가"": ""137.6"", ""비중(%)"": ""19.42"", ""평가액"": ""99,653,358""}, {""번호"": ""5"", ""종목명"": ""ADVANCED MICRO DEVICES"", ""종목코드"": ""US0079031078"", ""기준가"": ""87.6"", ""비중(%)"": ""5.91"", ""평가액"": ""30,336,329""}, {""번호"": ""6"", ""종목명"": ""ELECTRONIC ARTS INC"", ""종목코드"": ""US2855121099"", ""기준가"": ""103.15"", ""비중(%)"": ""5.87"", ""평가액"": ""30,112,953""}, {""번호"": ""7"", ""종목명"": ""NVIDIA CORP"", ""종목코드"": ""US67066G1040"", ""기준가"": ""109.1"", ""비중(%)"": ""5.83"", ""평가액"": ""29,894,900""}, {""번호"": ""8"", ""종목명"": ""TAKE-TWO INTERACTIVE SOFTWRE"", ""종목코드"": ""US8740541094"", ""기준가"": ""79.95"", ""비중(%)"": ""5.73"", ""평가액"": ""29,399,338""}, {""번호"": ""9"", ""종목명"": ""TENCENT HOLDINGS L"", ""종목코드"": ""KYG875721634"", ""기준가"": ""239.65"", ""비중(%)"": ""5.64"", ""평가액"": ""28,920,760""}, {""번호"": ""10"", ""종목명"": ""Netease Inc"", ""종목코드"": ""KYG6427A1022"", ""기준가"": ""672.7"", ""비중(%)"": ""5.41"", ""평가액"": ""27,757,807""}, {""번호"": ""11"", ""종목명"": ""ROBLOX CORP - CLASS A"", ""종목코드"": ""US7710491033"", ""기준가"": ""163.8"", ""비중(%)"": ""4.71"", ""평가액"": ""24,169,481""}, {""번호"": ""12"", ""종목명"": ""현금성자산"", ""종목코드"": ""KRD010010001"", ""기준가"": ""2,511,216"", ""비중(%)"": ""0.49"", ""평가액"": ""2,511,216""}]"
